Country,LastUpdate,Category,Indicator (text in app),value
GRC,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LIE,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
PRT,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LIE,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
PRT,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,20.01.2021 18:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LIE,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
PRT,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,21.01.2021 20:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LIE,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
PRT,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,22.01.2021 18:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LVA,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LIE,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
PRT,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,25.01.2021 21:59,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,26.01.2021 15:42,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
